viaje_id,linea_id,vehiculo_id,conductor_id,parada_origen_id,parada_destino_id,fecha,anno,mes,dia_semana,es_festivo,franja_horaria,hora_salida_prog,hora_salida_real,hora_llegada_real,retraso_salida_min,duracion_real_min,pasajeros_subidos,ocupacion_pct,km_programados,km_recorridos,viaje_completado,consumo,tarifa_predominante_id
178,2,11,11,16,107,2022-02-16,2022,2,Wednesday,False,Tarde punta,20:50,20:56,21:37,6,41,83.0,0.648,11.2,11.2,True,3.06,2
179,3,12,12,28,91,2023-11-09,2023,11,Thursday,False,Tarde,15:30,15:30,16:08,0,38,51.0,0.398,9.7,9.7,True,3.16,1
180,10,13,13,5,114,2023-02-09,2023,2,Thursday,False,Noche,23:30,23:32,00:24,2,52,63.0,0.35,15.0,15.0,True,5.08,2
181,9,14,14,21,117,2023-01-18,2023,1,Wednesday,False,Valle manana,11:10,11:11,12:38,1,87,28.0,0.224,19.8,19.8,True,23.98,3
182,7,15,15,20,119,2022-08-22,2022,8,Monday,False,Valle manana,11:30,11:31,12:13,1,42,6.0,0.047,8.9,8.9,True,3.55,3
183,3,16,16,25,94,2023-10-04,2023,10,Wednesday,False,Manana punta,07:20,07:30,08:06,10,36,104.0,0.812,9.7,9.7,True,3.1,3
184,10,17,17,12,112,2024-02-25,2024,2,Sunday,True,Noche,23:50,00:02,01:10,12,68,50.0,0.391,15.0,15.0,True,6.45,2
185,5,18,18,32,58,2022-10-15,2022,10,Saturday,True,Manana punta,08:30,08:35,09:09,5,34,82.0,0.631,7.3,7.3,True,3.16,2
186,7,19,19,32,62,2024-11-01,2024,11,Friday,False,Tarde,16:30,16:30,17:13,0,43,18.0,0.138,8.9,8.9,True,3.72,1
187,1,20,20,37,104,2023-03-28,2023,3,Tuesday,False,Valle manana,10:20,10:24,11:36,4,72,28.0,0.224,18.4,18.4,True,7.53,3
188,2,21,21,3,97,2022-08-22,2022,8,Monday,False,Valle manana,10:40,10:43,11:40,3,57,62.0,0.335,11.2,11.2,True,4.65,3
189,7,22,22,23,52,2022-07-29,2022,7,Friday,False,Tarde punta,18:50,18:58,19:42,8,44,65.0,0.5,8.9,8.9,True,10.5,3
190,2,23,23,11,119,2023-05-01,2023,5,Monday,False,Valle manana,09:50,09:56,10:48,6,52,57.0,0.438,11.2,11.2,True,14.03,2
191,4,24,24,19,78,2023-02-28,2023,2,Tuesday,False,Tarde punta,19:40,19:45,20:44,5,59,83.0,0.664,14.1,14.1,True,15.93,3
192,9,25,25,9,57,2022-07-15,2022,7,Friday,False,Manana punta,07:30,07:31,09:16,1,105,81.0,0.633,19.8,19.8,True,5.28,2
193,6,26,26,27,89,2023-05-22,2023,5,Monday,False,Tarde punta,18:50,18:51,20:31,1,100,80.0,0.625,23.5,23.5,True,5.72,3
194,2,27,27,32,82,2024-04-05,2024,4,Friday,False,Tarde,14:20,14:23,15:17,3,54,33.0,0.258,11.2,11.2,True,4.07,3
195,2,28,28,14,95,2024-07-27,2024,7,Saturday,True,Tarde,16:50,16:50,17:37,0,47,79.0,0.439,11.2,11.2,True,4.2,5
196,8,29,1,22,47,2023-07-04,2023,7,Tuesday,False,Valle manana,11:20,11:21,12:13,1,52,8.0,0.064,12.6,12.6,True,15.05,1
197,8,30,2,9,79,2022-02-03,2022,2,Thursday,False,Manana punta,07:10,07:19,08:14,9,55,122.0,0.953,12.6,11.02,False,3.62,2
198,5,31,3,4,91,2022-07-11,2022,7,Monday,False,Tarde,16:20,16:27,16:53,7,26,13.0,0.102,7.3,7.3,True,2.85,3
199,4,32,4,38,69,2024-05-29,2024,5,Wednesday,False,Tarde,16:50,16:50,17:42,0,52,55.0,0.43,14.1,14.1,True,4.38,3
200,8,33,5,9,102,2022-01-20,2022,1,Thursday,False,Manana punta,06:20,06:21,07:25,1,64,76.0,0.585,12.6,12.6,True,4.52,1
201,7,34,6,25,58,2022-07-02,2022,7,Saturday,True,Tarde punta,18:00,18:06,18:38,6,32,35.0,0.269,8.9,8.9,True,3.04,3
202,3,35,7,14,60,2022-05-21,2022,5,Saturday,True,Tarde,14:00,14:03,14:48,3,45,36.0,0.288,9.7,9.7,True,3.39,8
203,10,36,8,23,95,2024-06-25,2024,6,Tuesday,False,Madrugada,00:00,00:00,00:56,0,56,14.0,0.076,15.0,15.0,True,6.03,2
204,3,37,9,2,79,2023-05-23,2023,5,Tuesday,False,Valle manana,10:00,10:02,10:40,2,38,61.0,0.469,9.7,9.7,True,10.81,2
205,10,38,10,25,55,2024-11-09,2024,11,Saturday,True,Noche,23:20,23:22,00:33,2,71,15.0,0.115,15.0,15.0,True,16.44,2
206,10,39,11,24,110,2022-05-26,2022,5,Thursday,False,Noche,22:20,22:23,23:43,3,80,13.0,0.104,15.0,15.0,True,18.41,4
207,8,40,12,26,105,2022-05-30,2022,5,Monday,False,Manana punta,06:00,06:06,06:50,6,44,82.0,0.641,12.6,12.6,True,3.43,2
208,9,41,13,18,51,2024-04-30,2024,4,Tuesday,False,Valle manana,12:30,12:30,13:42,0,72,47.0,0.367,19.8,19.8,True,4.78,2
209,9,42,14,5,80,2023-02-21,2023,2,Tuesday,False,Noche,22:10,22:11,23:41,1,90,25.0,0.195,19.8,19.8,True,7.7,4
210,4,1,15,12,56,2022-04-29,2022,4,Friday,False,Valle manana,09:30,09:30,10:22,0,52,46.0,0.359,14.1,14.1,True,4.34,1
211,3,2,16,11,88,2022-01-24,2022,1,Monday,False,Manana punta,08:20,08:24,09:08,4,44,73.0,0.57,9.7,9.7,True,3.89,2
212,5,3,17,17,114,2022-08-30,2022,8,Tuesday,False,Tarde punta,19:00,19:08,19:38,8,30,117.0,0.9,7.3,7.3,True,2.73,3
213,8,4,18,17,54,2024-07-21,2024,7,Sunday,True,Tarde,14:00,14:03,14:59,3,56,57.0,0.438,12.6,12.6,True,4.43,7
214,2,5,19,31,87,2023-04-13,2023,4,Thursday,False,Tarde punta,18:00,18:12,18:52,12,40,86.0,0.688,11.2,11.2,True,3.74,3
215,3,6,20,27,69,2023-01-02,2023,1,Monday,False,Noche,21:00,21:06,21:50,6,44,35.0,0.189,9.7,9.7,True,3.92,2
216,7,7,21,15,107,2023-10-18,2023,10,Wednesday,False,Valle manana,10:00,10:03,10:44,3,41,65.0,0.5,8.9,8.9,True,9.09,9
217,7,8,22,24,66,2022-05-22,2022,5,Sunday,True,Tarde punta,20:20,20:20,21:04,0,44,109.0,0.838,8.9,8.9,True,10.53,2
218,5,9,23,35,72,2023-05-12,2023,5,Friday,False,Valle manana,13:40,13:44,14:23,4,39,20.0,0.16,7.3,7.3,True,9.44,2
219,7,10,24,22,41,2022-02-18,2022,2,Friday,False,Valle manana,09:20,09:24,10:06,4,42,39.0,0.305,8.9,8.9,True,1.61,5
220,7,11,25,10,76,2023-09-22,2023,9,Friday,False,Manana punta,07:40,07:40,08:28,0,48,91.0,0.711,8.9,8.9,True,2.46,1
221,4,12,26,33,58,2024-11-30,2024,11,Saturday,True,Valle manana,12:20,12:21,13:23,1,62,10.0,0.078,14.1,14.1,True,5.38,3
222,7,13,27,17,81,2022-06-03,2022,6,Friday,False,Tarde,15:00,15:01,15:39,1,38,72.0,0.4,8.9,8.9,True,2.97,8
223,7,14,28,7,60,2023-10-31,2023,10,Tuesday,False,Valle manana,10:20,10:21,10:56,1,35,23.0,0.184,8.9,8.9,True,11.64,2
224,8,15,1,20,100,2024-08-12,2024,8,Monday,False,Valle manana,10:00,10:01,10:58,1,57,23.0,0.18,12.6,12.6,True,4.15,2
225,2,16,2,14,82,2022-07-05,2022,7,Tuesday,False,Manana punta,08:50,08:56,09:42,6,46,91.0,0.711,11.2,11.2,True,4.31,2
226,4,17,3,2,92,2023-12-30,2023,12,Saturday,True,Valle manana,12:00,12:00,13:08,0,68,44.0,0.344,14.1,14.1,True,6.19,6
227,9,18,4,15,57,2023-05-27,2023,5,Saturday,True,Manana punta,07:00,07:00,08:41,0,101,82.0,0.631,19.8,19.8,True,5.97,2
228,7,19,5,5,43,2024-02-02,2024,2,Friday,False,Tarde punta,17:50,17:52,18:24,2,32,107.0,0.823,8.9,8.9,True,3.81,9
229,4,20,6,3,100,2024-06-27,2024,6,Thursday,False,Tarde punta,19:00,19:02,20:16,2,74,94.0,0.752,14.1,14.1,True,4.88,1
230,10,21,7,14,64,2024-06-06,2024,6,Thursday,False,Madrugada,03:30,03:30,04:23,0,53,42.0,0.227,15.0,15.0,True,4.86,2
231,8,22,8,31,48,2022-11-01,2022,11,Tuesday,False,Manana punta,06:40,06:40,07:39,0,59,46.0,0.354,12.6,12.6,True,17.05,1
232,7,23,9,2,89,2022-10-09,2022,10,Sunday,True,Valle manana,12:50,12:50,13:36,0,46,31.0,0.238,8.9,8.9,True,11.76,5
233,6,24,10,2,81,2024-09-09,2024,9,Monday,False,Tarde,14:30,14:36,16:14,6,98,37.0,0.296,23.5,23.5,True,26.04,3
234,1,25,11,11,53,2023-07-30,2023,7,Sunday,True,Manana punta,06:30,06:42,08:05,12,83,105.0,0.82,18.4,18.4,True,5.15,2
235,4,26,12,25,86,2023-06-30,2023,6,Friday,False,Tarde,14:50,14:50,15:40,0,50,11.0,0.086,14.1,14.1,True,2.85,9
236,3,27,13,2,86,2022-12-27,2022,12,Tuesday,False,Valle manana,09:20,09:22,10:11,2,49,30.0,0.234,9.7,9.7,True,4.15,9
237,10,28,14,4,70,2022-10-19,2022,10,Wednesday,False,Noche,22:30,22:35,23:43,5,68,38.0,0.211,15.0,15.0,True,4.58,3
238,1,29,15,21,48,2024-12-14,2024,12,Saturday,True,Valle manana,13:20,13:20,14:58,0,98,64.0,0.512,18.4,18.4,True,23.68,1
239,10,30,16,26,116,2022-10-18,2022,10,Tuesday,False,Madrugada,04:20,04:23,05:44,3,81,53.0,0.414,15.0,15.0,True,6.48,2
240,5,31,17,32,81,2023-10-23,2023,10,Monday,False,Manana punta,07:10,07:18,07:54,8,36,71.0,0.555,7.3,7.3,True,2.84,2
241,9,32,18,19,57,2024-01-01,2024,1,Monday,False,Valle manana,09:40,09:40,11:21,0,101,20.0,0.156,19.8,19.8,True,7.97,2
242,1,33,19,40,69,2024-03-12,2024,3,Tuesday,False,Tarde punta,20:40,20:45,21:50,5,65,121.0,0.931,18.4,18.4,True,7.89,3
243,2,34,20,6,83,2024-10-13,2024,10,Sunday,True,Manana punta,07:50,07:55,08:35,5,40,62.0,0.477,11.2,11.2,True,3.86,3
244,5,35,21,4,90,2023-03-06,2023,3,Monday,False,Valle manana,09:00,09:01,09:31,1,30,60.0,0.48,7.3,7.3,True,2.93,3
245,7,36,22,31,114,2022-12-07,2022,12,Wednesday,False,Tarde punta,20:30,20:38,21:24,8,46,160.0,0.865,8.9,8.9,True,3.14,4
246,4,37,23,11,89,2022-11-30,2022,11,Wednesday,False,Valle manana,13:00,13:04,14:01,4,57,25.0,0.192,14.1,14.1,True,14.52,2
247,2,38,24,39,96,2022-07-10,2022,7,Sunday,True,Valle manana,11:40,11:40,12:39,0,59,45.0,0.346,11.2,11.2,True,14.13,2
248,2,39,25,19,79,2023-11-10,2023,11,Friday,False,Valle manana,09:10,09:12,10:00,2,48,45.0,0.36,11.2,11.2,True,13.62,2
249,1,40,26,19,117,2024-03-15,2024,3,Friday,False,Tarde,15:30,15:35,16:45,5,70,41.0,0.32,18.4,18.4,True,4.1,3
250,2,41,27,20,91,2022-02-22,2022,2,Tuesday,False,Valle manana,09:50,09:50,10:35,0,45,39.0,0.305,11.2,11.2,True,2.96,3
251,5,42,28,29,46,2022-07-06,2022,7,Wednesday,False,Tarde,16:30,16:31,16:59,1,28,33.0,0.258,7.3,7.3,True,2.57,2
252,8,1,1,7,51,2023-06-24,2023,6,Saturday,True,Valle manana,09:20,09:34,10:32,14,58,33.0,0.258,12.6,12.6,True,5.01,4
253,9,2,2,34,94,2024-04-27,2024,4,Saturday,True,Noche,22:40,22:46,00:04,6,78,26.0,0.203,19.8,19.8,True,7.01,9
254,8,3,3,37,107,2023-04-28,2023,4,Friday,False,Valle manana,13:00,13:00,13:54,0,54,39.0,0.3,12.6,12.6,True,3.84,5
255,10,4,4,13,57,2022-10-29,2022,10,Saturday,True,Noche,23:10,23:21,00:41,11,80,19.0,0.146,15.0,15.0,True,4.94,1
256,2,5,5,5,52,2024-06-10,2024,6,Monday,False,Valle manana,09:50,09:57,10:39,7,42,23.0,0.184,11.2,11.2,True,3.86,3
257,7,6,6,40,116,2023-10-30,2023,10,Monday,False,Tarde punta,20:40,20:44,21:23,4,39,153.0,0.827,8.9,8.9,True,3.65,3
258,7,7,7,7,113,2022-08-19,2022,8,Friday,False,Valle manana,12:10,12:10,12:51,0,41,16.0,0.123,8.9,8.9,True,9.26,5
259,5,8,8,18,92,2023-12-06,2023,12,Wednesday,False,Tarde punta,20:20,20:23,20:54,3,31,129.0,0.992,7.3,7.3,True,7.41,2
260,10,9,9,2,84,2024-04-02,2024,4,Tuesday,False,Noche,23:50,23:53,00:52,3,59,23.0,0.184,15.0,15.0,True,20.38,5
261,5,10,10,15,58,2023-09-29,2023,9,Friday,False,Valle manana,10:30,10:30,11:08,0,38,68.0,0.531,7.3,7.3,True,2.02,2
262,8,11,11,27,103,2023-10-20,2023,10,Friday,False,Valle manana,10:30,10:30,11:29,0,59,40.0,0.312,12.6,12.6,True,2.82,5
263,6,12,12,34,113,2022-04-26,2022,4,Tuesday,False,Tarde,14:10,14:10,15:35,0,85,49.0,0.383,23.5,23.5,True,8.38,1
264,4,13,13,13,76,2023-02-16,2023,2,Thursday,False,Tarde punta,19:10,19:15,20:05,5,50,168.0,0.933,14.1,14.1,True,4.94,3
265,8,14,14,31,116,2024-10-31,2024,10,Thursday,False,Valle manana,12:00,12:01,13:02,1,61,21.0,0.168,12.6,12.6,True,14.85,3
266,6,15,15,25,47,2022-12-01,2022,12,Thursday,False,Tarde punta,19:20,19:23,21:20,3,117,110.0,0.859,23.5,23.5,True,7.99,2
267,10,16,16,2,42,2023-03-15,2023,3,Wednesday,False,Madrugada,05:10,05:10,06:22,0,72,16.0,0.125,15.0,15.0,True,5.36,3
268,3,17,17,18,95,2022-12-21,2022,12,Wednesday,False,Tarde,15:00,15:05,15:43,5,38,45.0,0.352,9.7,9.7,True,4.19,7
269,6,18,18,38,54,2024-07-29,2024,7,Monday,False,Valle manana,10:30,10:34,12:10,4,96,3.0,0.023,23.5,23.5,True,9.1,1
270,6,19,19,21,76,2023-08-02,2023,8,Wednesday,False,Valle manana,10:00,10:04,11:48,4,104,14.0,0.108,23.5,23.5,True,7.96,2
271,5,20,20,39,92,2023-01-21,2023,1,Saturday,True,Manana punta,08:10,08:12,08:50,2,38,73.0,0.584,7.3,7.3,True,3.01,4
272,3,21,21,3,115,2022-02-22,2022,2,Tuesday,False,Tarde,16:20,16:26,17:04,6,38,57.0,0.308,9.7,9.7,True,3.44,4
273,10,22,22,33,79,2023-01-24,2023,1,Tuesday,False,Noche,22:50,22:50,23:58,0,68,20.0,0.154,15.0,15.0,True,19.03,6
274,9,23,23,12,83,2023-01-06,2023,1,Friday,False,Valle manana,10:30,10:30,11:44,0,74,25.0,0.192,19.8,19.8,True,25.84,4
275,4,24,24,30,56,2023-12-29,2023,12,Friday,False,Valle manana,09:20,09:29,10:30,9,61,11.0,0.088,14.1,14.1,True,17.4,3
276,10,25,25,27,47,2022-05-26,2022,5,Thursday,False,Noche,22:40,22:44,23:40,4,56,12.0,0.094,15.0,15.0,True,3.49,6
277,3,26,26,30,59,2022-10-09,2022,10,Sunday,True,Noche,22:20,22:23,23:04,3,41,14.0,0.109,9.7,9.7,True,2.63,2
278,3,27,27,29,76,2022-06-15,2022,6,Wednesday,False,Valle manana,13:50,14:00,14:53,10,53,64.0,0.5,9.7,9.7,True,2.99,2
279,3,28,28,28,102,2022-11-21,2022,11,Monday,False,Valle manana,13:00,13:00,13:36,0,36,74.0,0.411,9.7,9.7,True,3.49,3
280,1,29,1,2,41,2024-12-29,2024,12,Sunday,True,Valle manana,09:20,09:22,11:01,2,99,15.0,0.12,18.4,18.4,True,22.31,3
281,4,30,2,20,62,2023-04-09,2023,4,Sunday,True,Tarde punta,17:20,17:26,18:24,6,58,91.0,0.711,14.1,14.1,True,5.22,1
282,1,31,3,9,84,2023-09-03,2023,9,Sunday,True,Noche,21:30,21:31,23:02,1,91,37.0,0.289,18.4,18.4,True,6.39,9
283,8,32,4,15,69,2024-01-06,2024,1,Saturday,True,Tarde punta,18:10,18:30,19:37,20,67,95.0,0.742,12.6,12.6,True,4.49,4
284,3,33,5,3,89,2023-03-09,2023,3,Thursday,False,Tarde punta,18:40,18:47,19:30,7,43,112.0,0.862,9.7,9.7,True,3.88,6
285,5,34,6,2,47,2024-12-31,2024,12,Tuesday,False,Tarde,16:40,16:47,17:27,7,40,63.0,0.485,7.3,7.3,True,2.86,4
286,7,35,7,1,79,2024-06-28,2024,6,Friday,False,Valle manana,11:40,11:43,12:18,3,35,32.0,0.256,8.9,8.9,True,2.93,3
287,2,36,8,33,120,2024-12-01,2024,12,Sunday,True,Valle manana,10:40,10:52,11:46,12,54,47.0,0.254,11.2,11.2,True,4.77,2
288,2,37,9,27,78,2022-08-06,2022,8,Saturday,True,Valle manana,13:40,13:40,14:23,0,43,58.0,0.446,11.2,11.2,True,12.1,2
289,9,38,10,6,55,2024-10-13,2024,10,Sunday,True,Tarde punta,20:50,20:56,22:42,6,106,62.0,0.477,19.8,19.8,True,,6
290,8,39,11,30,78,2022-11-02,2022,11,Wednesday,False,Noche,21:40,21:46,22:31,6,45,48.0,0.384,12.6,12.6,True,15.85,2
291,1,40,12,28,55,2022-07-24,2022,7,Sunday,True,Tarde punta,19:00,19:00,20:35,0,95,115.0,0.898,18.4,18.4,True,4.56,1
292,1,41,13,40,75,2022-01-20,2022,1,Thursday,False,Tarde punta,20:50,20:53,22:21,3,88,74.0,0.578,18.4,18.4,True,4.96,6
293,2,42,14,25,102,2024-02-03,2024,2,Saturday,True,Tarde punta,19:10,19:16,19:57,6,41,109.0,0.852,11.2,11.2,True,4.08,5
294,3,1,15,27,116,2022-08-20,2022,8,Saturday,True,Manana punta,07:50,07:50,08:25,0,35,69.0,0.539,9.7,9.7,True,3.13,3
295,10,2,16,9,102,2024-06-16,2024,6,Sunday,True,Noche,23:20,23:21,00:31,1,70,34.0,0.266,15.0,15.0,True,6.35,8
296,2,3,17,34,114,2024-04-22,2024,4,Monday,False,Valle manana,12:00,12:01,12:46,1,45,73.0,0.562,11.2,11.2,True,4.46,4
297,4,4,18,16,102,2023-11-24,2023,11,Friday,False,Tarde,14:50,14:51,16:00,1,69,78.0,0.6,14.1,14.1,True,5.54,2
298,7,5,19,11,105,2022-11-01,2022,11,Tuesday,False,Tarde punta,19:40,19:43,20:30,3,47,39.0,0.312,8.9,8.9,True,2.68,6
299,8,6,20,33,69,2022-12-05,2022,12,Monday,False,Manana punta,07:30,07:36,08:28,6,52,119.0,0.643,12.6,12.6,True,4.27,3
300,7,7,21,29,81,2024-04-05,2024,4,Friday,False,Tarde punta,19:00,19:11,19:50,11,39,112.0,0.862,8.9,8.9,True,11.95,2
301,8,8,22,40,79,2022-02-06,2022,2,Sunday,True,Manana punta,07:30,07:30,08:15,0,45,115.0,0.885,12.6,12.6,True,16.59,7
302,9,9,23,15,99,2023-02-28,2023,2,Tuesday,False,Tarde,16:30,16:32,18:18,2,106,15.0,0.12,19.8,19.8,True,,2
303,10,10,24,1,84,2024-08-26,2024,8,Monday,False,Madrugada,02:50,02:50,03:56,0,66,29.0,0.227,15.0,15.0,True,3.69,3
304,5,11,25,27,54,2024-12-05,2024,12,Thursday,False,Valle manana,11:00,11:03,11:29,3,26,48.0,0.375,7.3,7.3,True,1.42,2
305,4,12,26,22,54,2023-01-20,2023,1,Friday,False,Manana punta,07:30,07:33,08:28,3,55,108.0,0.844,14.1,14.1,True,4.61,5
306,1,13,27,32,41,2022-09-10,2022,9,Saturday,True,Tarde punta,19:30,19:32,20:53,2,81,134.0,0.744,18.4,18.4,True,6.82,3
307,1,14,28,12,57,2024-06-05,2024,6,Wednesday,False,Tarde punta,19:30,19:49,21:27,19,98,43.0,0.344,18.4,18.4,True,23.49,2
308,10,15,1,18,91,2023-10-22,2023,10,Sunday,True,Noche,23:30,23:30,00:51,0,81,45.0,0.352,15.0,15.0,True,6.1,9
309,5,16,2,20,111,2024-07-16,2024,7,Tuesday,False,Tarde punta,19:10,19:10,19:41,0,31,45.0,0.352,7.3,7.3,True,2.95,6
310,9,17,3,9,63,2023-03-22,2023,3,Wednesday,False,Valle manana,09:40,09:40,11:17,0,97,14.0,0.109,19.8,19.8,True,8.49,3
311,6,18,4,27,109,2022-08-25,2022,8,Thursday,False,Tarde punta,18:40,19:01,20:45,21,104,102.0,0.785,23.5,23.5,True,9.24,2
312,7,19,5,18,61,2022-01-27,2022,1,Thursday,False,Tarde,14:00,14:00,14:37,0,37,65.0,0.5,8.9,8.9,True,2.74,9
313,5,20,6,23,98,2022-10-27,2022,10,Thursday,False,Tarde punta,20:50,20:50,21:27,0,37,85.0,0.68,7.3,7.3,True,2.74,2
314,9,21,7,19,47,2023-04-05,2023,4,Wednesday,False,Tarde punta,18:40,18:41,20:05,1,84,50.0,0.27,19.8,19.8,True,8.15,8
315,7,22,8,17,66,2024-05-03,2024,5,Friday,False,Noche,21:50,21:50,22:26,0,36,37.0,0.285,8.9,8.9,True,,3
316,8,23,9,13,65,2023-04-07,2023,4,Friday,False,Noche,21:50,21:50,22:51,0,61,11.0,0.085,12.6,12.6,True,16.32,2
317,3,24,10,18,112,2022-06-02,2022,6,Thursday,False,Manana punta,08:10,08:12,09:00,2,48,64.0,0.512,9.7,9.7,True,,2
318,3,25,11,21,117,2023-06-07,2023,6,Wednesday,False,Manana punta,06:30,06:55,07:42,25,47,44.0,0.344,9.7,9.7,True,1.9,1
319,10,26,12,12,107,2023-09-09,2023,9,Saturday,True,Noche,23:00,23:00,00:16,0,76,52.0,0.406,15.0,15.0,True,3.03,1
320,9,27,13,22,83,2022-11-23,2022,11,Wednesday,False,Valle manana,12:40,12:40,14:05,0,85,33.0,0.258,19.8,19.8,True,8.39,3
321,4,28,14,23,98,2024-12-22,2024,12,Sunday,True,Valle manana,13:40,13:42,14:54,2,72,60.0,0.333,14.1,14.1,True,4.25,2
322,10,29,15,19,44,2023-05-15,2023,5,Monday,False,Madrugada,05:20,05:20,06:23,0,63,60.0,0.48,15.0,15.0,True,16.54,8
323,6,30,16,21,106,2024-11-19,2024,11,Tuesday,False,Tarde punta,19:30,19:35,21:20,5,105,117.0,0.914,23.5,23.5,True,9.19,1
324,2,31,17,14,95,2022-12-09,2022,12,Friday,False,Noche,22:40,22:40,23:31,0,51,38.0,0.297,11.2,11.2,True,3.69,6
325,4,32,18,22,45,2024-06-10,2024,6,Monday,False,Tarde,16:00,16:02,17:12,2,70,19.0,0.148,14.1,14.1,True,5.14,1
326,1,33,19,27,90,2022-12-31,2022,12,Saturday,True,Tarde punta,19:40,20:09,21:15,29,66,85.0,0.654,18.4,18.4,True,7.87,3
327,7,34,20,40,49,2024-06-05,2024,6,Wednesday,False,Valle manana,10:30,10:32,11:15,2,43,23.0,0.177,8.9,8.9,True,3.47,5
328,10,35,21,20,118,2022-04-04,2022,4,Monday,False,Madrugada,00:20,00:20,01:40,0,80,56.0,0.448,15.0,15.0,True,6.15,1
329,8,36,22,26,110,2024-02-21,2024,2,Wednesday,False,Valle manana,12:50,12:52,13:36,2,44,71.0,0.384,12.6,12.6,True,4.17,2
330,3,37,23,36,59,2023-09-03,2023,9,Sunday,True,Tarde punta,17:50,17:55,18:41,5,46,114.0,0.877,9.7,9.7,True,,2
331,1,38,24,27,106,2024-03-18,2024,3,Monday,False,Tarde,14:00,14:05,15:20,5,75,24.0,0.185,18.4,18.4,True,20.93,2
332,3,39,25,36,100,2023-03-29,2023,3,Wednesday,False,Tarde,16:20,16:20,16:57,0,37,14.0,0.112,9.7,9.7,True,13.01,3
333,2,40,26,22,86,2023-08-19,2023,8,Saturday,True,Tarde punta,17:20,17:20,18:01,0,41,91.0,0.711,11.2,11.2,True,2.56,2
334,4,41,27,40,80,2022-07-24,2022,7,Sunday,True,Valle manana,10:00,10:01,11:15,1,74,12.0,0.094,14.1,14.1,True,3.17,4
335,3,42,28,28,76,2024-01-17,2024,1,Wednesday,False,Tarde punta,19:30,19:31,20:08,1,37,99.0,0.773,9.7,9.7,True,3.98,6
336,3,1,1,7,63,2023-11-11,2023,11,Saturday,True,Tarde punta,20:30,20:45,21:27,15,42,102.0,0.797,9.7,9.7,True,3.57,3
337,2,2,2,5,50,2023-07-29,2023,7,Saturday,True,Tarde punta,20:10,20:21,21:20,11,59,104.0,0.812,11.2,11.2,True,4.51,7
338,9,3,3,36,74,2022-03-05,2022,3,Saturday,True,Tarde punta,19:40,19:52,21:17,12,85,76.0,0.585,19.8,19.8,True,8.45,3
339,9,4,4,19,58,2024-08-24,2024,8,Saturday,True,Tarde,16:10,16:11,17:34,1,83,57.0,0.438,19.8,19.8,True,8.08,3
340,9,5,5,40,62,2022-07-05,2022,7,Tuesday,False,Valle manana,12:40,12:40,13:49,0,69,36.0,0.288,19.8,19.8,True,8.61,5
341,3,6,6,31,86,2024-07-02,2024,7,Tuesday,False,Manana punta,08:40,08:47,09:39,7,52,65.0,0.351,9.7,9.7,True,4.22,1
342,8,7,7,25,101,2023-04-20,2023,4,Thursday,False,Manana punta,06:20,06:47,07:36,27,49,75.0,0.577,12.6,12.6,True,16.59,8
343,1,8,8,17,115,2022-03-23,2022,3,Wednesday,False,Noche,22:20,22:23,23:31,3,68,21.0,0.162,18.4,18.4,True,20.41,3
344,3,9,9,17,89,2024-02-11,2024,2,Sunday,True,Tarde,16:20,16:23,17:08,3,45,19.0,0.152,9.7,9.7,True,,9
345,4,10,10,33,58,2024-11-23,2024,11,Saturday,True,Valle manana,12:20,12:20,13:23,0,63,75.0,0.586,14.1,14.1,True,3.39,3
346,4,11,11,8,70,2022-06-07,2022,6,Tuesday,False,Tarde,14:20,14:24,15:19,4,55,33.0,0.258,14.1,14.1,True,3.05,3
347,6,12,12,27,43,2022-08-21,2022,8,Sunday,True,Valle manana,13:30,13:33,15:17,3,104,15.0,0.117,23.5,23.5,True,9.18,2
348,3,13,13,17,64,2022-11-26,2022,11,Saturday,True,Manana punta,07:40,07:53,08:27,13,34,155.0,0.861,9.7,9.7,True,2.99,3
349,7,14,14,31,102,2022-02-08,2022,2,Tuesday,False,Tarde punta,20:50,21:07,21:49,17,42,99.0,0.792,8.9,8.9,True,10.5,2
350,7,15,15,22,99,2022-10-20,2022,10,Thursday,False,Tarde punta,19:10,19:19,20:01,9,42,115.0,0.898,8.9,8.9,True,2.88,3
351,2,16,16,33,94,2023-04-16,2023,4,Sunday,True,Valle manana,11:10,11:10,11:51,0,41,50.0,0.391,11.2,11.2,True,4.71,5
352,10,17,17,9,118,2022-07-17,2022,7,Sunday,True,Noche,22:40,22:40,23:47,0,67,22.0,0.172,15.0,15.0,True,5.51,3
353,1,18,18,31,89,2024-06-02,2024,6,Sunday,True,Tarde,14:20,14:22,15:58,2,96,19.0,0.146,18.4,18.4,True,6.62,3
354,10,19,19,39,110,2022-07-20,2022,7,Wednesday,False,Noche,23:30,23:36,00:51,6,75,12.0,0.092,15.0,15.0,True,4.68,3
355,4,20,20,14,81,2022-01-12,2022,1,Wednesday,False,Tarde punta,17:00,17:01,18:06,1,65,96.0,0.768,14.1,14.1,True,4.24,3
356,2,21,21,24,119,2022-11-13,2022,11,Sunday,True,Valle manana,12:40,12:42,13:26,2,44,30.0,0.162,11.2,11.2,True,4.02,2
357,7,22,22,20,114,2023-02-22,2023,2,Wednesday,False,Valle manana,12:40,12:45,13:24,5,39,53.0,0.408,8.9,8.9,True,9.8,2
